Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Morphometrie,2,0,0,0,2,0,0,0,0,0,0
Polymercompound,2,0,0,0,1,0,0,0,0,0,1
Reaktionsdynamik,2,0,0,0,1,0,0,0,0,0,1
Elektrorheologie,2,0,0,0,1,0,0,0,1,0,0
Funktionelle Gruppe,2,0,0,0,1,0,0,0,0,0,1
Publikumsforschung,2,0,0,1,0,0,0,0,0,1,0
Schimmel,2,0,0,2,0,0,0,0,0,0,0
Wärmebrücke,2,0,0,1,1,0,0,0,0,0,0
Kondenswasser,2,0,0,1,0,0,0,0,0,1,0
Base,2,0,0,0,1,0,0,0,0,0,1
Serbisch,2,0,0,0,2,0,0,0,0,0,0
Lettisch,2,0,0,0,2,0,0,0,0,0,0
Innenproduktraum,2,0,0,0,2,0,0,0,0,0,0
Mesozoikum,2,0,0,2,0,0,0,0,0,0,0
Querschnittsanalyse,2,0,0,2,0,0,0,0,0,0,0
Castingshow,2,0,0,1,0,1,0,0,0,0,0
Objektive Hermeneutik,2,0,0,2,0,0,0,0,0,0,0
Bausachverständiger,2,0,0,2,0,0,0,0,0,0,0
Derivation Algebra,2,0,0,0,1,0,1,0,0,0,0
Nichtlineare Approximation,2,0,0,0,1,0,0,0,0,0,1
Düngemittelindustrie,2,0,0,0,1,0,1,0,0,0,0
Schwachstellenanalyse,2,0,0,1,0,0,0,0,0,0,1
Hydrometrie,2,0,0,1,0,0,0,0,0,0,1
Poisson-Klammer,2,0,0,0,2,0,0,0,0,0,0
Poisson-Algebra,2,0,0,0,2,0,0,0,0,0,0
Fester Zustand,2,0,0,0,2,0,0,0,0,0,0
Verkaufsstelle,2,0,0,1,0,0,0,0,0,1,0
Thanatologie,2,0,0,1,0,0,0,0,0,1,0
Hibernate,2,0,0,0,2,0,0,0,0,0,0
Wavelet-Transformation,2,0,0,0,2,0,0,0,0,0,0
Folgekosten,2,0,0,0,1,0,1,0,0,0,0
Chargenbetrieb,2,0,0,1,1,0,0,0,0,0,0
Graue Literatur,2,0,0,0,2,0,0,0,0,0,0
Topologische Struktur,2,0,0,0,2,0,0,0,0,0,0
Vegetative Physiologie,2,0,0,2,0,0,0,0,0,0,0
Maple V 5.0,2,0,0,1,1,0,0,0,0,0,0
Formular,2,0,0,2,0,0,0,0,0,0,0
Negative Dialektik,2,0,0,1,0,0,0,0,0,1,0
Analogfilter,2,0,0,0,2,0,0,0,0,0,0
KAM-Theorie,2,0,0,0,2,0,0,0,0,0,0
Asymptotische Verteilung,2,0,0,0,2,0,0,0,0,0,0
Ideal Mathematik,2,0,0,0,2,0,0,0,0,0,0
Integritätsbereich,2,0,0,0,2,0,0,0,0,0,0
Markenbekanntheit,2,0,0,1,0,0,0,0,0,1,0
Fahrtüchtigkeit,2,0,0,1,1,0,0,0,0,0,0
Thermoformen,2,0,0,0,2,0,0,0,0,0,0
Thermoplastizität,2,0,0,0,1,0,1,0,0,0,0
Molybdändisulfid,2,0,0,0,1,0,0,0,0,0,1
Volterra-Gleichungen,2,0,0,0,1,0,1,0,0,0,0
Digitalsignal,2,0,0,0,2,0,0,0,0,0,0
Phasenverschiebung,2,0,0,0,1,0,0,0,0,1,0
Gesundheitsamt,2,0,0,0,1,0,0,0,0,1,0
Objektorientiertes Design,2,0,0,0,1,0,0,0,0,0,1
Leistungsrechnung,2,0,0,2,0,0,0,0,0,0,0
Fußgängerbrücke,2,0,0,1,0,0,1,0,0,0,0
Sternaufbau,2,0,0,0,2,0,0,0,0,0,0
Anabelsche Geometrie,2,0,0,0,2,0,0,0,0,0,0
Haar-Funktionensystem,2,0,0,0,2,0,0,0,0,0,0
Austauschformat,2,0,0,2,0,0,0,0,0,0,0
Möbelindustrie,2,0,0,2,0,0,0,0,0,0,0
Kollektives Unbewusstes,2,0,0,2,0,0,0,0,0,0,0
Einfache Formen,2,0,0,0,1,1,0,0,0,0,0
Nichtintegrables System,2,0,0,0,2,0,0,0,0,0,0
Dempster-Shafer-Theorie,2,0,0,0,2,0,0,0,0,0,0
Unsicheres Schließen,2,0,0,0,2,0,0,0,0,0,0
Verallgemeinertes Polygon,2,0,0,0,2,0,0,0,0,0,0
Chirurgie Mathematik,2,0,0,0,2,0,0,0,0,0,0
Matroid,2,0,0,0,1,0,0,0,0,0,1
Projektmanager,2,0,0,1,0,0,0,0,0,1,0
Kanusport,2,0,0,1,0,0,0,1,0,0,0
Digitaler Nachlass,2,0,0,1,0,0,0,0,0,1,0
Gebrauchstext,2,0,0,2,0,0,0,0,0,0,0
Sprachliche Ausdrucksfähigkeit,2,0,0,2,0,0,0,0,0,0,0
Finanzleiter,2,0,0,2,0,0,0,0,0,0,0
Hardy-Klasse,2,0,0,0,2,0,0,0,0,0,0
Blaschke-Produkt,2,0,0,0,2,0,0,0,0,0,0
Proton-Proton-Reaktion,2,0,0,0,1,0,0,0,0,0,1
Erdgasantrieb,2,0,0,2,0,0,0,0,0,0,0
Methanproduktion,2,0,0,1,0,0,0,0,0,1,0
Personalverwaltung,2,0,0,2,0,0,0,0,0,0,0
Staatsgeheimnis,2,0,0,1,0,0,0,0,0,1,0
Lineare Logik,2,0,0,0,1,0,1,0,0,0,0
Inhomogener Festkörper,2,0,0,0,2,0,0,0,0,0,0
Starrheit,2,0,0,0,1,0,1,0,0,0,0
Heilbad,2,0,0,2,0,0,0,0,0,0,0
Kurort,2,0,0,1,1,0,0,0,0,0,0
Mondkarte,2,0,0,0,2,0,0,0,0,0,0
Mondoberfläche,2,0,0,0,2,0,0,0,0,0,0
Inkompressibles Fluid,2,0,0,0,2,0,0,0,0,0,0
Brouwer-Fixpunktsatz,2,0,0,0,2,0,0,0,0,0,0
Magnetische Abschirmung,2,0,0,0,2,0,0,0,0,0,0
Kupferlagerstätte,2,0,0,0,1,0,0,0,0,0,1
Goldlagerstätte,2,0,0,0,2,0,0,0,0,0,0
Kinematische Kette,2,0,0,0,2,0,0,0,0,0,0
Untergruppe,2,0,0,0,2,0,0,0,0,0,0
Unendliche Gruppe,2,0,0,0,1,0,1,0,0,0,0
Advektion,2,0,0,0,2,0,0,0,0,0,0
Radiale Basisfunktion,2,0,0,0,2,0,0,0,0,0,0
Komplexe Matrix,2,0,0,0,2,0,0,0,0,0,0
Plankostenrechnung,2,0,0,2,0,0,0,0,0,0,0
Verchromen,2,0,0,1,1,0,0,0,0,0,0
Galvanische Beschichtung,2,0,0,1,1,0,0,0,0,0,0
Medienkonvergenz,2,0,0,1,0,0,0,0,0,1,0
Dispersionskolloid,2,0,0,0,1,0,1,0,0,0,0
Knoten Mathematik,2,0,0,0,2,0,0,0,0,0,0
Grenzschichttheorie,2,0,0,1,1,0,0,0,0,0,0
Zweiunddreißig-Bit-Mikroprozessor,2,0,0,2,0,0,0,0,0,0,0
Landesverfassungsgerichtsbarkeit,2,0,0,2,0,0,0,0,0,0,0
Reduzierter Rang,2,0,0,0,2,0,0,0,0,0,0
Quantitätstheorie,2,0,0,0,2,0,0,0,0,0,0
Bilineares Zeitreihenmodell,2,0,0,0,2,0,0,0,0,0,0
Leistungsbilanz,2,0,0,1,1,0,0,0,0,0,0
Kritische Psychologie,2,0,0,1,0,0,0,0,0,1,0
Retinopathia diabetica,2,0,0,0,1,0,1,0,0,0,0
Verhaltenskontrolle,2,0,0,0,1,0,0,0,0,1,0
Resthörvermögen,2,0,0,0,1,0,0,0,0,1,0
Spinfluktuation,2,0,0,0,2,0,0,0,0,0,0
Finsler-Geometrie,2,0,0,0,2,0,0,0,0,0,0
ARIMA-Modell,2,0,0,0,2,0,0,0,0,0,0
Güte der Anpassung,2,0,0,0,1,0,0,0,0,1,0
Level-Set-Methode,2,0,0,0,1,0,1,0,0,0,0
Ölsaat,2,0,0,1,1,0,0,0,0,0,0
Industriechemikalie,2,0,0,2,0,0,0,0,0,0,0
Kommunale Sozialverwaltung,2,0,0,2,0,0,0,0,0,0,0
Rasch-Modell,2,0,0,1,1,0,0,0,0,0,0
Bluttransfusion,2,0,0,1,0,0,0,0,1,0,0
Arithmetische Funktion,2,0,0,0,2,0,0,0,0,0,0
Konvexe Geometrie,2,0,0,0,1,0,1,0,0,0,0
Ganze Funktion,2,0,0,0,2,0,0,0,0,0,0
Entscheidungsproblem,2,0,0,1,0,0,1,0,0,0,0
Kompakte Fläche,2,0,0,0,2,0,0,0,0,0,0
Gemischtes Modell,2,0,0,0,1,0,0,0,0,1,0
Verdichtungsstoß,2,0,0,0,2,0,0,0,0,0,0
Photolumineszenzspektroskopie,2,0,0,0,2,0,0,0,0,0,0
Cross Media Publishing,2,0,0,1,1,0,0,0,0,0,0
Struktur Mathematik,2,0,0,1,1,0,0,0,0,0,0
Bürgernahe Verwaltung,2,0,0,1,1,0,0,0,0,0,0
Modulitheorie,2,0,0,0,1,0,1,0,0,0,0
Heißes Elektron,2,0,0,0,2,0,0,0,0,0,0
Matrizenanalysis,2,0,0,0,2,0,0,0,0,0,0
Ende-zu-Ende-Prinzip,2,0,0,0,1,0,0,0,0,1,0
Empirischer Prozess,2,0,0,0,1,0,1,0,0,0,0
Stochastische Konvergenz,2,0,0,0,2,0,0,0,0,0,0
Antirealismus,2,0,0,1,0,0,0,0,0,1,0
Ästhetisches Handeln,2,0,0,1,0,1,0,0,0,0,0
Quartier Verwaltungseinheit,2,0,0,1,0,1,0,0,0,0,0
Handelsbetriebslehre,2,0,0,2,0,0,0,0,0,0,0
Finanzielle Hilfe,2,0,0,0,1,0,0,0,0,1,0
Semialgebraische Menge,2,0,0,0,2,0,0,0,0,0,0
Landschaftsmalerei,2,0,0,2,0,0,0,0,0,0,0
Mittlere Krümmung,2,0,0,0,1,0,0,0,0,0,1
Nichtpositive Krümmung,2,0,0,0,2,0,0,0,0,0,0
Tiername,2,0,0,2,0,0,0,0,0,0,0
Elastische Deformation,2,0,0,1,0,0,0,0,1,0,0
Hierarchische Optimierung,2,0,0,0,1,0,0,0,0,0,1
Matrixfunktion,2,0,0,0,2,0,0,0,0,0,0
Bauführer,2,0,0,2,0,0,0,0,0,0,0
Tötung auf Verlangen,2,0,0,2,0,0,0,0,0,0,0
Oszillatorisches Integral,2,0,0,0,2,0,0,0,0,0,0
Homokliner Orbit,2,0,0,0,1,0,0,0,0,1,0
Reversibles System,2,0,0,0,1,0,0,0,0,1,0
Nichtglatte Mechanik,2,0,0,0,2,0,0,0,0,0,0
Konsumgüterwirtschaft,2,0,0,1,1,0,0,0,0,0,0
Computerbörse,2,0,0,1,1,0,0,0,0,0,0
Unbeschränktes Gebiet,2,0,0,0,2,0,0,0,0,0,0
Ägyptologie,2,0,0,0,1,1,0,0,0,0,0
Spektralsatz,2,0,0,0,2,0,0,0,0,0,0
Virtuosität,2,0,0,2,0,0,0,0,0,0,0
Belgienbild,2,0,0,1,0,0,0,0,0,1,0
Fließen,2,0,0,1,0,0,0,0,0,0,1
Flächentheorie,2,0,0,0,2,0,0,0,0,0,0
Elliptisches Variationsproblem,2,0,0,0,2,0,0,0,0,0,0
Hierarchietheorie,2,0,0,0,2,0,0,0,0,0,0
Topologische Stabilität,2,0,0,0,1,0,0,0,0,1,0
Informant,2,0,0,1,0,0,0,0,0,1,0
Hygienegerechte Konstruktion,2,0,0,2,0,0,0,0,0,0,0
Jugend 14-17 Jahre,2,0,0,2,0,0,0,0,0,0,0
Topologische K-Theorie,2,0,0,0,1,0,1,0,0,0,0
Dampferzeuger,2,0,0,1,1,0,0,0,0,0,0
Kranbahnträger,2,0,0,2,0,0,0,0,0,0,0
Modul Software,2,0,0,2,0,0,0,0,0,0,0
Dotant,2,0,0,0,1,0,0,0,0,1,0
Polynomapproximation,2,0,0,0,1,0,0,0,1,0,0
Plasmatransport,2,0,0,0,2,0,0,0,0,0,0
Assoziationsschema,2,0,0,0,2,0,0,0,0,0,0
Bruhat-Tits-Gebäude,2,0,0,0,2,0,0,0,0,0,0
Quasilineares elliptisches System,2,0,0,0,2,0,0,0,0,0,0
Nevanlinna-Theorie,2,0,0,0,2,0,0,0,0,0,0
Theta-Reihe,2,0,0,0,2,0,0,0,0,0,0
Konvexer Kegel,2,0,0,0,2,0,0,0,0,0,0
Außenwerbung,2,0,0,1,0,0,0,0,0,0,1
Apache Cordova,2,0,0,1,1,0,0,0,0,0,0
Vergleichbarkeit,2,0,0,1,0,0,0,0,0,1,0
Vermögensgegenstand,2,0,0,2,0,0,0,0,0,0,0
Spannungsanalyse,2,0,0,1,0,0,1,0,0,0,0
Dehnungsmessstreifen,2,0,0,1,0,0,0,0,0,1,0
Kombinatorische Topologie,2,0,0,0,1,0,1,0,0,0,0
Chinesische Schrift,2,0,0,0,2,0,0,0,0,0,0
Rekursive Funktion,2,0,0,0,1,0,0,0,0,0,1
Namenkunde,2,0,0,2,0,0,0,0,0,0,0
Spinresonanz,2,0,0,0,2,0,0,0,0,0,0
Subexponentielle Verteilung,2,0,0,0,2,0,0,0,0,0,0
Janus-Micelle,2,0,0,0,2,0,0,0,0,0,0
Vorhersagetheorie,2,0,0,0,2,0,0,0,0,0,0
Vibrationsanalyse,2,0,0,1,0,0,0,0,0,0,1
Völkerverständigung,2,0,0,2,0,0,0,0,0,0,0
Differenzenoperator,2,0,0,0,1,0,0,0,0,0,1
Verband Mathematik,2,0,0,0,2,0,0,0,0,0,0
Musiksignal,2,0,0,0,1,0,0,0,0,1,0
Rückwärtsgleichung,2,0,0,0,2,0,0,0,0,0,0
Synthesediamant,2,0,0,0,2,0,0,0,0,0,0
Internierungslager,2,0,0,2,0,0,0,0,0,0,0
Marktprognose,2,0,0,1,0,0,0,0,0,1,0
Hull-Zelle,2,0,0,1,0,0,0,0,0,1,0
Nacht,2,0,0,1,1,0,0,0,0,0,0
Sound,2,0,0,2,0,0,0,0,0,0,0
Scheme Programmiersprache,2,0,0,2,0,0,0,0,0,0,0
LISP,2,0,0,2,0,0,0,0,0,0,0
Geoelektrische Tiefensondierung,2,0,0,0,2,0,0,0,0,0,0
Hyperraum,2,0,0,0,2,0,0,0,0,0,0
Hyperbolische Gruppe,2,0,0,0,2,0,0,0,0,0,0
Reelle algebraische Fläche,2,0,0,0,2,0,0,0,0,0,0
Algebraische Modelltheorie,2,0,0,0,2,0,0,0,0,0,0
Todeserfahrung,2,0,0,2,0,0,0,0,0,0,0
Termumformung,2,0,0,2,0,0,0,0,0,0,0
Marktergebnis,2,0,0,1,0,0,0,0,0,1,0
Gewichtete Polynomapproximation,2,0,0,0,2,0,0,0,0,0,0
Chevalley-Gruppe,2,0,0,0,2,0,0,0,0,0,0
Lötverbindung,2,0,0,1,0,0,0,0,0,1,0
Quantilfunktion,2,0,0,0,2,0,0,0,0,0,0
Lefschetz-Fixpunktsatz,2,0,0,0,2,0,0,0,0,0,0
Artinsche Algebra,2,0,0,0,2,0,0,0,0,0,0
Germaniumverbindungen,2,0,0,0,2,0,0,0,0,0,0
Lebenserfahrung,2,0,0,1,0,1,0,0,0,0,0
Periode,2,0,0,0,2,0,0,0,0,0,0
Homotopie,2,0,0,0,2,0,0,0,0,0,0
Äquivariante stabile Homotopietheorie,2,0,0,0,2,0,0,0,0,0,0
Versicherungsbetrug,2,0,0,1,0,0,0,0,0,1,0
Arbeitsweise Technik,2,0,0,1,1,0,0,0,0,0,0
Replikation Empirische Sozialforschung,2,0,0,1,1,0,0,0,0,0,0
Schiefkörper,2,0,0,0,2,0,0,0,0,0,0
Rationale Darstellung,2,0,0,0,2,0,0,0,0,0,0
Lebensmittelbestrahlung,2,0,0,0,2,0,0,0,0,0,0
Schienenfahrzeugbau,2,0,0,1,0,0,0,0,1,0,0
Wunschtraum,2,0,0,1,1,0,0,0,0,0,0
Unterhaltungsfilm,2,0,0,2,0,0,0,0,0,0,0
Gemeindesoziologie,2,0,0,2,0,0,0,0,0,0,0
Bergman-Kernfunktion,2,0,0,0,2,0,0,0,0,0,0
Konstante mittlere Krümmung,2,0,0,0,2,0,0,0,0,0,0
Östliche Philosophie,2,0,0,2,0,0,0,0,0,0,0
Sagengestalt,2,0,0,2,0,0,0,0,0,0,0
Wohnimmobilien,2,0,0,1,0,0,0,0,1,0,0
Doppelverdiener,2,0,0,1,1,0,0,0,0,0,0
Betriebsklima,2,0,0,2,0,0,0,0,0,0,0
Orlicz-Raum,2,0,0,0,2,0,0,0,0,0,0
Spektraldarstellung,2,0,0,0,2,0,0,0,0,0,0
Čebyšev-Approximation,2,0,0,0,2,0,0,0,0,0,0
Nukleosynthese,2,0,0,1,0,0,0,0,0,0,1
Thermogravimetrie,2,0,0,2,0,0,0,0,0,0,0
Koordinaten,2,0,0,0,2,0,0,0,0,0,0
Uhrmacher,2,0,0,0,1,0,0,0,0,1,0
Borland Delphi,2,0,0,2,0,0,0,0,0,0,0
Affine Algebra,2,0,0,0,2,0,0,0,0,0,0
Äquivariante Kohomologietheorie,2,0,0,0,2,0,0,0,0,0,0
Äquivariante Abbildung,2,0,0,0,2,0,0,0,0,0,0
Betti-Zahl,2,0,0,0,2,0,0,0,0,0,0
Schlichte Funktion,2,0,0,0,2,0,0,0,0,0,0
Gibbs-Maß,2,0,0,0,2,0,0,0,0,0,0
Elektrisches Netz,2,0,0,2,0,0,0,0,0,0,0
Bakterielle Infektion,2,0,0,1,1,0,0,0,0,0,0
Pulverspritzgießen,2,0,0,1,0,0,0,0,0,1,0
Philippinische Arbeitnehmerin,2,0,0,1,1,0,0,0,0,0,0
Nichtsequentielle Programmierung,2,0,0,2,0,0,0,0,0,0,0
Alumnus,2,0,0,1,0,0,0,0,0,1,0
Lineare Ungleichung,2,0,0,1,1,0,0,0,0,0,0
Lineare Gleichung,2,0,0,1,1,0,0,0,0,0,0
SAP CO (Controlling),2,0,0,2,0,0,0,0,0,0,0
Nuklearer Raum,2,0,0,0,2,0,0,0,0,0,0
Thetafunktion,2,0,0,0,2,0,0,0,0,0,0
Funktionenalgebra,2,0,0,0,2,0,0,0,0,0,0
Kniegelenkprothese,2,0,0,1,1,0,0,0,0,0,0
Sabbatical,2,0,0,1,0,0,0,0,0,1,0
Wurzel Mathematik,2,0,0,1,1,0,0,0,0,0,0
Folge Mathematik,2,0,0,0,2,0,0,0,0,0,0
Fréchet-Raum,2,0,0,0,2,0,0,0,0,0,0
Pontrjagin-Dualität,2,0,0,0,2,0,0,0,0,0,0
Hauptreihe Mathematik,2,0,0,0,2,0,0,0,0,0,0
Variable,2,0,0,0,2,0,0,0,0,0,0
Topos,2,0,0,0,1,0,0,0,0,1,0
Indextheorem,2,0,0,0,2,0,0,0,0,0,0
Naturlandschaft,2,0,0,1,0,0,1,0,0,0,0
Glazialgeologie,2,0,0,1,1,0,0,0,0,0,0
Glaziallandschaft,2,0,0,1,1,0,0,0,0,0,0
Flugerprobung,2,0,0,0,2,0,0,0,0,0,0
Molekülstreuung,2,0,0,0,2,0,0,0,0,0,0
Wertpapieranalyse,2,0,0,1,1,0,0,0,0,0,0
Implantation,2,0,0,1,1,0,0,0,0,0,0
Siegel-Raum,2,0,0,0,2,0,0,0,0,0,0
Versetzung Kristallographie,2,0,0,0,2,0,0,0,0,0,0
Charakteristische Klasse,2,0,0,0,2,0,0,0,0,0,0
Insolvenzmasse,2,0,0,1,0,0,0,0,0,1,0
Freigabe,2,0,0,1,0,0,0,0,0,1,0
Selbstachtung,2,0,0,1,1,0,0,0,0,0,0
WordPress 4.0,2,0,0,2,0,0,0,0,0,0,0
Konstruierbarkeit Mathematik,2,0,0,0,2,0,0,0,0,0,0
Konstruktive Logik,2,0,0,0,2,0,0,0,0,0,0
Lineare Operatorgleichung,2,0,0,0,1,0,0,0,0,0,1
Stochastische Integralgleichung,2,0,0,0,1,0,0,0,0,1,0
Algebraischer Raum,2,0,0,0,2,0,0,0,0,0,0
Quotient,2,0,0,0,2,0,0,0,0,0,0
Regelstrecke,2,0,0,2,0,0,0,0,0,0,0
Arbeitsvorbereitung,2,0,0,2,0,0,0,0,0,0,0
Quaternionenalgebra,2,0,0,0,2,0,0,0,0,0,0
Zylindrische Algebra,2,0,0,0,2,0,0,0,0,0,0
Terpenoide,2,0,0,1,0,0,0,0,0,1,0
Abweichendes Sexualverhalten,2,0,0,2,0,0,0,0,0,0,0
Grundstücksübertragung,2,0,0,1,0,1,0,0,0,0,0
Versicherungstechnik,2,0,0,2,0,0,0,0,0,0,0
Homotopiegruppe,2,0,0,0,2,0,0,0,0,0,0
Stabilitätstheorie Logik,2,0,0,0,1,0,0,0,0,0,1
Kombinatorische Wahrscheinlichkeitstheorie,2,0,0,0,2,0,0,0,0,0,0
Adiabatischer Limes,2,0,0,0,1,0,0,0,1,0,0
Kulturrevolution China,2,0,0,1,1,0,0,0,0,0,0
Alterssport,2,0,0,2,0,0,0,0,0,0,0
Lucas-Zahlenreihe,2,0,0,0,2,0,0,0,0,0,0
Betriebsgröße,2,0,0,0,1,0,0,0,0,1,0
Wärmerohr,2,0,0,0,1,0,0,0,0,1,0
Besucherführung,2,0,0,2,0,0,0,0,0,0,0
Sprachverhalten,2,0,0,1,1,0,0,0,0,0,0
Kunststoffkleben,2,0,0,2,0,0,0,0,0,0,0
Humanisierung der Arbeit,2,0,0,1,1,0,0,0,0,0,0
Elektrizitätskosten,2,0,0,1,0,0,0,0,0,1,0
Elektrizitätseinsparung,2,0,0,2,0,0,0,0,0,0,0
Pseudo-Riemannscher Raum,2,0,0,0,2,0,0,0,0,0,0
Algebraische Zykel,2,0,0,0,1,0,1,0,0,0,0
Lagrange-Mannigfaltigkeit,2,0,0,0,2,0,0,0,0,0,0
Mikrolokalisation,2,0,0,0,2,0,0,0,0,0,0
Monotoner Operator,2,0,0,0,2,0,0,0,0,0,0
Äquivalenzrelation,2,0,0,0,2,0,0,0,0,0,0
Bewertung Mathematik,2,0,0,0,1,0,0,0,1,0,0
Faser Mathematik,2,0,0,0,1,0,0,0,1,0,0
Differenzierbare Abbildung,2,0,0,0,1,0,0,0,1,0,0
Subharmonische Funktion,2,0,0,0,2,0,0,0,0,0,0
Rucksackproblem,2,0,0,1,1,0,0,0,0,0,0
Advanced Encryption Standard,2,0,0,1,1,0,0,0,0,0,0
Friedensmission,2,0,0,1,0,0,0,0,0,1,0
Sondersprache,2,0,0,2,0,0,0,0,0,0,0
Reife,2,0,0,1,0,0,0,0,0,1,0
Microsoft BizTalk Server,2,0,0,0,2,0,0,0,0,0,0
Festkörpertarget,2,0,0,0,2,0,0,0,0,0,0
Beruflicher Kontakt,2,0,0,1,0,0,0,0,0,1,0
Fantastisches Rollenspiel,2,0,0,2,0,0,0,0,0,0,0
Zentrale Dienstleistung,2,0,0,1,0,0,0,0,0,1,0
Gleitkommarechnung,2,0,0,0,2,0,0,0,0,0,0
Personalberatung,2,0,0,2,0,0,0,0,0,0,0
Landesverwaltung,2,0,0,1,0,0,0,0,0,1,0
Dotierter Halbleiter,2,0,0,0,1,0,0,0,0,1,0
Fluoreszenzfarbstoff,2,0,0,0,1,0,0,0,0,0,1
Axonometrie,2,0,0,1,0,1,0,0,0,0,0
Selbstbehauptung,2,0,0,2,0,0,0,0,0,0,0
Betriebsplanung,2,0,0,1,1,0,0,0,0,0,0
Planungssystem,2,0,0,1,0,1,0,0,0,0,0
Kombinatorische Zahlentheorie,2,0,0,0,2,0,0,0,0,0,0
Positiver linearer Operator,2,0,0,0,2,0,0,0,0,0,0
Basis Mathematik,2,0,0,0,2,0,0,0,0,0,0
Mehrere reelle Variable,2,0,0,0,2,0,0,0,0,0,0
Multipolentwicklung,2,0,0,0,1,0,0,0,0,0,1
Bildungsstatistik,2,0,0,0,2,0,0,0,0,0,0
Unterrichtstheorie,2,0,0,1,0,0,0,0,0,1,0
Interventionismus,2,0,0,1,1,0,0,0,0,0,0
Apache Programm,2,0,0,0,2,0,0,0,0,0,0
Radiopharmakon,2,0,0,0,2,0,0,0,0,0,0
Stochastische Mechanik,2,0,0,0,1,0,1,0,0,0,0
Protuberanz,2,0,0,0,1,0,1,0,0,0,0
Synthetischer Kristall,2,0,0,1,1,0,0,0,0,0,0
Feuerfester Stoff,2,0,0,1,1,0,0,0,0,0,0
Duldung Recht,2,0,0,1,0,0,0,0,0,1,0
Veranstaltungswirtschaft,2,0,0,1,0,0,0,0,0,1,0
Schulleistungstest,2,0,0,2,0,0,0,0,0,0,0
Verbraucherinteresse,2,0,0,1,0,0,0,0,0,1,0
Temperatur Musik,2,0,0,2,0,0,0,0,0,0,0
Hochspannungsmesstechnik,2,0,0,2,0,0,0,0,0,0,0
LPIC1 Zertifizierung,2,0,0,0,2,0,0,0,0,0,0
Visual Studio 2015,2,0,0,0,2,0,0,0,0,0,0
Erwachsener 18-35 Jahre,2,0,0,1,0,0,0,0,0,1,0
Tanztheater,2,0,0,1,0,1,0,0,0,0,0
Unterbewertung,2,0,0,1,0,0,0,0,0,1,0
Fuzzy-Logik Typ 2,2,0,0,0,2,0,0,0,0,0,0
Pseudozufallszahlen,2,0,0,0,2,0,0,0,0,0,0
CouchDB,2,0,0,0,2,0,0,0,0,0,0
Gravitationswechselwirkung,2,0,0,0,2,0,0,0,0,0,0
IBM SPSS Statistics 23,2,0,0,0,1,0,0,1,0,0,0
Thermoelektrischer Generator,2,0,0,0,1,0,0,0,0,0,1
Ferroresonanzschwingung,2,0,0,0,2,0,0,0,0,0,0
Szintillator,2,0,0,0,2,0,0,0,0,0,0
Relation,2,0,0,0,1,0,0,0,0,1,0
IT-Abteilung,2,0,0,1,0,0,0,0,0,1,0
Gerichtliche Zuständigkeit,2,0,0,1,0,0,0,0,0,1,0
Kompetenzkonflikt,2,0,0,1,0,0,0,0,0,1,0
Cäsium-137,2,0,0,0,1,0,0,0,0,1,0
Strontiumisotop,2,0,0,0,1,0,0,0,0,0,1
Devisenoption,2,0,0,0,1,0,0,0,0,0,1
Emissionskurs,2,0,0,1,0,0,0,0,0,1,0
Chalkogene,2,0,0,1,1,0,0,0,0,0,0
Potenzreihenentwicklung,2,0,0,2,0,0,0,0,0,0,0
Fokker-Planck-Gleichung,2,0,0,0,1,0,0,0,0,1,0
Kontinuitätsgleichung,2,0,0,0,1,0,0,0,0,0,1
Simulationsspiel,2,0,0,1,1,0,0,0,0,0,0
Vorankündigung,2,0,0,1,0,0,0,0,0,1,0
Stoffhaushalt,2,0,0,2,0,0,0,0,0,0,0
Meteorologische Messung,2,0,0,1,0,0,0,0,0,1,0
Übergangsmetallverbindungen,2,0,0,0,1,0,0,0,0,0,1
Chromosphäre,2,0,0,0,1,0,0,0,0,0,1
Java EE 7,2,0,0,0,2,0,0,0,0,0,0
"Meteor Framework, Informatik",2,0,0,0,2,0,0,0,0,0,0
Feuer,2,0,0,2,0,0,0,0,0,0,0
Landstraße,2,0,0,2,0,0,0,0,0,0,0
Kraftfahrzeugmarkt,2,0,0,1,1,0,0,0,0,0,0
EXPRESS Programmiersprache,2,0,0,0,2,0,0,0,0,0,0
Spektrum,2,0,0,0,2,0,0,0,0,0,0
Supersymmetrische Eichtheorie,2,0,0,0,2,0,0,0,0,0,0
Haushaltsaufstellung,2,0,0,1,1,0,0,0,0,0,0
Varusschlacht,2,0,0,1,0,1,0,0,0,0,0
In dubio pro reo,2,0,0,1,0,0,0,0,0,1,0
Impaktstruktur,2,0,0,0,1,0,0,0,0,0,1
Summierungsverfahren,2,0,0,0,1,0,1,0,0,0,0
Fremdfirma,1,0,0,0,0,0,0,0,0,0,1
Holzfäule,1,1,0,0,0,0,0,0,0,0,0
High-Spin-Komplexe,1,0,0,0,0,0,0,0,0,0,1
Low-Spin-Komplexe,1,0,0,0,0,0,0,0,0,0,1
Homologiegruppe,1,0,0,0,0,0,0,0,0,0,1
Milnor-Faserung,1,0,0,0,0,0,0,0,0,0,1
Privatkonkurs,1,0,0,0,0,0,0,0,0,0,1
